taxonKey	scientificName	rank	taxonomicStatus	includes
2965221	Medicago laciniata Mill.	SPECIES	ACCEPTED	2965221: Medicago laciniata Mill.
2965232	Medicago carstiensis Wulfen	SPECIES	ACCEPTED	2965232: Medicago carstiensis Wulfen
2965280	Medicago truncatula Gaertn.	SPECIES	ACCEPTED	2965280: Medicago truncatula Gaertn.
2965299	Medicago orbicularis (L.) Bartal.	SPECIES	ACCEPTED	2965299: Medicago orbicularis (L.) Bartal.
2965397	Medicago scutellata (L.) Mill.	SPECIES	ACCEPTED	2965397: Medicago scutellata (L.) Mill.
2965419	Medicago praecox DC.	SPECIES	ACCEPTED	2965419: Medicago praecox DC.
2965434	Medicago monspeliaca Trautv.	SPECIES	ACCEPTED	5357345: Trigonella monspeliaca L. | 2965434: Medicago monspeliaca Trautv.
2965438	Medicago rigidula (L.) All.	SPECIES	ACCEPTED	2965438: Medicago rigidula (L.) All.
2965485	Medicago littoralis Loisel.	SPECIES	ACCEPTED	2965485: Medicago littoralis Loisel.
2965531	Medicago polymorpha L.	SPECIES	ACCEPTED	2965531: Medicago polymorpha L.
2971016	Melilotus indicus (L.) All.	SPECIES	ACCEPTED	2971016: Melilotus indicus (L.) All.
2971033	Melilotus infestus Guss.	SPECIES	ACCEPTED	2971033: Melilotus infestus Guss.
2971095	Melilotus albus Medik.	SPECIES	ACCEPTED	2971095: Melilotus albus Medik. | 9616723: Trigonella alba (Medik.) Coulot & Rabaute, 2013
2971112	Melilotus sulcatus Desf.	SPECIES	ACCEPTED	2971112: Melilotus sulcatus Desf.
2972595	Onobrychis viciifolia Scop.	SPECIES	ACCEPTED	2972595: Onobrychis viciifolia Scop. | 2972598: Onobrychis sativa Lam.
2974753	Vicia lutea L.	SPECIES	ACCEPTED	2974753: Vicia lutea L.
2974793	Vicia sylvatica L.	SPECIES	ACCEPTED	2974793: Vicia sylvatica L.
2974822	Vicia melanops Sibth. & Sm.	SPECIES	ACCEPTED	2974822: Vicia melanops Sibth. & Sm.
2974832	Vicia faba L.	SPECIES	ACCEPTED	2974832: Vicia faba L.
2974901	Vicia grandiflora Scop.	SPECIES	ACCEPTED	2974901: Vicia grandiflora Scop.
2975135	Vicia serratifolia Jacq.	SPECIES	ACCEPTED	2975135: Vicia serratifolia Jacq.
2975187	Vicia cuspidata Boiss.	SPECIES	ACCEPTED	2975187: Vicia cuspidata Boiss.
2975257	Vicia hybrida L.	SPECIES	ACCEPTED	2975257: Vicia hybrida L.
2975262	Vicia peregrina L.	SPECIES	ACCEPTED	2975262: Vicia peregrina L.
2975309	Vicia bithynica L.	SPECIES	ACCEPTED	2975309: Vicia bithynica L.
2975384	Vicia benghalensis L.	SPECIES	ACCEPTED	2975384: Vicia benghalensis L.
2975416	Vicia monantha Retz.	SPECIES	ACCEPTED	2975416: Vicia monantha Retz.
2975667	Galega officinalis L.	SPECIES	ACCEPTED	2975667: Galega officinalis L.
2977222	Ononis alopecuroides L.	SPECIES	ACCEPTED	2977222: Ononis alopecuroides L.
2982380	Vigna radiata (L.) R.Wilczek	SPECIES	ACCEPTED	2982380: Vigna radiata (L.) R.Wilczek
2984366	Soleirolia soleirolii (Req.) Dandy	SPECIES	ACCEPTED	2984366: Soleirolia soleirolii (Req.) Dandy
2984466	Laportea aestuans (L.) Chew	SPECIES	ACCEPTED	2984466: Laportea aestuans (L.) Chew
2984532	Zelkova serrata Makino	SPECIES	ACCEPTED	2984532: Zelkova serrata Makino
2984676	Pachysandra terminalis Siebold & Zucc.	SPECIES	ACCEPTED	2984676: Pachysandra terminalis Siebold & Zucc.
2985863	Hylotelephium spectabile (Boreau) H.Ohba	SPECIES	ACCEPTED	5362067: Sedum spectabile Bor.
2985944	Kalanchoe blossfeldiana Poelln.	SPECIES	ACCEPTED	2985944: Kalanchoe blossfeldiana Poelln.
2985949	Sempervivum tectorum L.	SPECIES	ACCEPTED	2985949: Sempervivum tectorum L.
2985965	Deutzia scabra Thunb.	SPECIES	ACCEPTED	2985965: Deutzia scabra Thunb.
2985994	Hydrangea macrophylla (Thunb.) Ser.	SPECIES	ACCEPTED	2985994: Hydrangea macrophylla (Thunb.) Ser.
2985995	Hydrangea paniculata Siebold	SPECIES	ACCEPTED	2985995: Hydrangea paniculata Siebold
2986022	Philadelphus pubescens Loisel.	SPECIES	ACCEPTED	2986022: Philadelphus pubescens Loisel.
2986045	Philadelphus coronarius L.	SPECIES	ACCEPTED	2986045: Philadelphus coronarius L.
2986129	Ribes spicatum E.Robson	SPECIES	ACCEPTED	2986129: Ribes spicatum E.Robson
2986130	Ribes sanguineum Pursh	SPECIES	ACCEPTED	2986130: Ribes sanguineum Pursh
2986132	Ribes divaricatum Douglas	SPECIES	ACCEPTED	2986132: Ribes divaricatum Douglas
2986184	Ribes alpinum L.	SPECIES	ACCEPTED	2986184: Ribes alpinum L.
2988354	Physocarpus opulifolius (L.) Maxim.	SPECIES	ACCEPTED	2988354: Physocarpus opulifolius (L.) Maxim.
2989222	Rubus tricolor Focke	SPECIES	ACCEPTED	2989222: Rubus tricolor Focke
2989557	Rubus parviflorus Nutt.	SPECIES	ACCEPTED	2989557: Rubus parviflorus Nutt.
2992543	Rubus laciniatus Willd.	SPECIES	ACCEPTED	2992543: Rubus laciniatus Willd.
2993761	Rubus spectabilis Pursh	SPECIES	ACCEPTED	2993761: Rubus spectabilis Pursh
2994120	Rubus cockburnianus Hemsl.	SPECIES	ACCEPTED	2994120: Rubus cockburnianus Hemsl.
2994912	Rubus odoratus L.	SPECIES	ACCEPTED	2994912: Rubus odoratus L.
2995149	Rubus phoenicolasius Maxim.	SPECIES	ACCEPTED	2995149: Rubus phoenicolasius Maxim.
2996525	Rubus armeniacus Focke	SPECIES	ACCEPTED	2996525: Rubus armeniacus Focke
3000406	Stranvaesia davidiana Decne.	SPECIES	ACCEPTED	5363911: Photinia davidiana (Decne.) Cardot | 3000406: Stranvaesia davidiana Decne.
3000610	Chaenomeles japonica (Thunb.) Lindl. ex Spach	SPECIES	ACCEPTED	3000610: Chaenomeles japonica (Thunb.) Lindl. ex Spach
3001362	Malus baccata (L.) Borkh.	SPECIES	ACCEPTED	3001362: Malus baccata (L.) Borkh.
3001978	Agrimonia repens L.	SPECIES	ACCEPTED	3001978: Agrimonia repens L.
3003709	Rosa glauca Pourr.	SPECIES	ACCEPTED	3003709: Rosa glauca Pourr.
3003979	Rosa rugosa Thunb.	SPECIES	ACCEPTED	3003979: Rosa rugosa Thunb.
3011247	Rosa nitida Willd.	SPECIES	ACCEPTED	3011247: Rosa nitida Willd.
3012089	Sorbaria sorbifolia (L.) A.Braun	SPECIES	ACCEPTED	3012089: Sorbaria sorbifolia (L.) A.Braun
3012103	Sorbaria kirilowii (Regel & Tiling) Maxim.	SPECIES	ACCEPTED	3012103: Sorbaria kirilowii (Regel & Tiling) Maxim.
3012117	Sorbaria tomentosa (Lindl.) Rehder	SPECIES	ACCEPTED	3012117: Sorbaria tomentosa (Lindl.) Rehder
3012254	Sorbus intermedia (Ehrh.) Pers.	SPECIES	ACCEPTED	3012254: Sorbus intermedia (Ehrh.) Pers.
3012400	Sorbus hybrida L.	SPECIES	ACCEPTED	3012400: Sorbus hybrida L.
3013206	Sorbus domestica L.	SPECIES	ACCEPTED	3013206: Sorbus domestica L.
3015457	Crataegus persimilis Sarg.	SPECIES	ACCEPTED	3015457: Crataegus persimilis Sarg.
3015577	Crataegus pedicellata Sarg.	SPECIES	ACCEPTED	3015577: Crataegus pedicellata Sarg.
3020871	Prunus lusitanica L.	SPECIES	ACCEPTED	3020871: Prunus lusitanica L.
3021496	Prunus laurocerasus L.	SPECIES	ACCEPTED	3021496: Prunus laurocerasus L.
3021730	Prunus cerasifera Ehrh.	SPECIES	ACCEPTED	3021730: Prunus cerasifera Ehrh. | 7475202: Prunus cerasifera f. atropurpurea Diffel | 8211558: Prunus cerasifera var. pissardii (Carriere) L.H.Bailey
3021850	Prunus serotina Ehrh.	SPECIES	ACCEPTED	3021850: Prunus serotina Ehrh. | 3022668: Prunus virginiana L.
3022203	Prunus fruticans Weihe	SPECIES	ACCEPTED	3022203: Prunus fruticans Weihe
3023852	Amelanchier spicata K.Koch	SPECIES	ACCEPTED	3023852: Amelanchier spicata K.Koch
3024109	Amelanchier lamarckii F.G.Schroed.	SPECIES	ACCEPTED	3024109: Amelanchier lamarckii F.G.Schroed.
3024146	Eriobotrya japonica (Thunb.) Lindl.	SPECIES	ACCEPTED	3024146: Eriobotrya japonica (Thunb.) Lindl.
3025564	Cotoneaster villosulus (Rehder & E.H.Wilson) Flinck & Hylmo	SPECIES	ACCEPTED	3025564: Cotoneaster villosulus (Rehder & E.H.Wilson) Flinck & Hylmo
3025605	Cotoneaster zabelii C.K.Schneid.	SPECIES	ACCEPTED	3025605: Cotoneaster zabelii C.K.Schneid.
3025617	Cotoneaster horizontalis Decne.	SPECIES	ACCEPTED	3025617: Cotoneaster horizontalis Decne.
3025758	Cotoneaster hylmoei K.E.Flinck & J.Fryer	SPECIES	ACCEPTED	3026076: Cotoneaster salicifolius var. rugosus Rehd. & E.H.Wilson | 3025758: Cotoneaster hylmoei K.E.Flinck & J.Fryer
3025858	Cotoneaster ambiguus Rehder & E.H.Wilson	SPECIES	ACCEPTED	3025858: Cotoneaster ambiguus Rehder & E.H.Wilson
3025875	Cotoneaster conspicuus Comber ex Marquand	SPECIES	ACCEPTED	3025875: Cotoneaster conspicuus Comber ex Marquand
3025896	Cotoneaster dielsianus E.Pritz.	SPECIES	ACCEPTED	3025896: Cotoneaster dielsianus E.Pritz.
3025907	Cotoneaster qungbixiensis J.Fryer & B.Hylmö	SPECIES	ACCEPTED	3025907: Cotoneaster qungbixiensis J.Fryer & B.Hylmö
3025932	Cotoneaster fangianus T.T.Yu	SPECIES	ACCEPTED	3025932: Cotoneaster fangianus T.T.Yu
3026004	Cotoneaster ×watereri Exell	SPECIES	ACCEPTED	3026004: Cotoneaster ×watereri Exell
3026024	Cotoneaster ascendens Flinck & Hylmo	SPECIES	ACCEPTED	3026024: Cotoneaster ascendens Flinck & Hylmo
3026040	Cotoneaster suecicus G.Klotz	SPECIES	ACCEPTED	3026040: Cotoneaster suecicus G.Klotz
3026049	Cotoneaster dammeri C.K.Schneid.	SPECIES	ACCEPTED	3026049: Cotoneaster dammeri C.K.Schneid.
3026074	Cotoneaster salicifolius Franch.	SPECIES	ACCEPTED	3026074: Cotoneaster salicifolius Franch.
3026092	Cotoneaster hjelmqvistii K.E.Flinck & B.Hylmö	SPECIES	ACCEPTED	3026092: Cotoneaster hjelmqvistii K.E.Flinck & B.Hylmö
3026105	Cotoneaster integrifolius (Roxb.) G.Klotz	SPECIES	ACCEPTED	3026105: Cotoneaster integrifolius (Roxb.) G.Klotz
3026107	Cotoneaster simonsii hort. ex Baker	SPECIES	ACCEPTED	3026107: Cotoneaster simonsii hort. ex Baker
3026154	Cotoneaster sternianus (Turrill) Boom	SPECIES	ACCEPTED	3026154: Cotoneaster sternianus (Turrill) Boom
3026160	Cotoneaster rehderi Pojark.	SPECIES	ACCEPTED	3026160: Cotoneaster rehderi Pojark.
3026162	Cotoneaster franchetii Bois	SPECIES	ACCEPTED	3026162: Cotoneaster franchetii Bois
3026294	Cotoneaster bullatus Bois	SPECIES	ACCEPTED	3026294: Cotoneaster bullatus Bois
3026334	Cotoneaster divaricatus Rehder & E.H.Wilson	SPECIES	ACCEPTED	3026334: Cotoneaster divaricatus Rehder & E.H.Wilson
3026585	Spiraea alba Du Roi	SPECIES	DOUBTFUL	3026585: Spiraea alba Du Roi
3026819	Spiraea tomentosa L.	SPECIES	ACCEPTED	3026819: Spiraea tomentosa L.
3027138	Spiraea canescens D.Don	SPECIES	ACCEPTED	3027138: Spiraea canescens D.Don
3027159	Spiraea douglasii Hook.	SPECIES	ACCEPTED	3027159: Spiraea douglasii Hook.
3027332	Spiraea ×rosalba Dippel	SPECIES	ACCEPTED	3027332: Spiraea ×rosalba Dippel
3027341	Spiraea nipponica Maxim.	SPECIES	ACCEPTED	3027341: Spiraea nipponica Maxim.
3027791	Alchemilla micans Buser	SPECIES	ACCEPTED	3027791: Alchemilla micans Buser
3028528	Alchemilla mollis (Buser) Rothm.	SPECIES	ACCEPTED	3028528: Alchemilla mollis (Buser) Rothm.
3029912	Fragaria ananassa (Weston) Duchesne ex Rozier	SPECIES	ACCEPTED	3029912: Fragaria ananassa (Weston) Duchesne ex Rozier
3031774	Mespilus germanica L.	SPECIES	ACCEPTED	3031774: Mespilus germanica L.
3032442	Rhodotypos scandens Makino	SPECIES	ACCEPTED	3032442: Rhodotypos scandens Makino
3032611	Darmera peltata (Torr.) Voss	SPECIES	ACCEPTED	3032611: Darmera peltata (Torr.) Voss
3032646	Heuchera micrantha Douglas ex Lindl.	SPECIES	DOUBTFUL	3032646: Heuchera micrantha Douglas ex Lindl.
3032653	Heuchera sanguinea Engelm.	SPECIES	ACCEPTED	3032653: Heuchera sanguinea Engelm.
3032698	Tellima grandiflora (Pursh) Douglas ex Lindl.	SPECIES	ACCEPTED	3032698: Tellima grandiflora (Pursh) Douglas ex Lindl.
3033077	Aucuba japonica Thunb.	SPECIES	ACCEPTED	3033077: Aucuba japonica Thunb.
3033107	Helleborus niger L.	SPECIES	ACCEPTED	3033107: Helleborus niger L.
3033131	Thalictrum aquilegifolium L.	SPECIES	ACCEPTED	3033131: Thalictrum aquilegifolium L.
3033227	Eranthis hyemalis Salisb.	SPECIES	ACCEPTED	3033227: Eranthis hyemalis Salisb.
3033242	Anemone blanda Schott & Kotschy	SPECIES	ACCEPTED	3033242: Anemone blanda Schott & Kotschy
3033261	Anemone coronaria L.	SPECIES	ACCEPTED	3033261: Anemone coronaria L.
3033318	Ranunculus muricatus L.	SPECIES	ACCEPTED	3033318: Ranunculus muricatus L.
3033396	Ranunculus marginatus d'Urv.	SPECIES	ACCEPTED	3033396: Ranunculus marginatus d'Urv.
3033434	Ranunculus parviflorus L.	SPECIES	ACCEPTED	3033434: Ranunculus parviflorus L.
3033460	Ranunculus trilobus Desf.	SPECIES	ACCEPTED	3033460: Ranunculus trilobus Desf.
3033518	Clematis viticella L.	SPECIES	ACCEPTED	3033518: Clematis viticella L.
3033535	Clematis tangutica Korsh.	SPECIES	ACCEPTED	3033535: Clematis tangutica Korsh.
3033868	Berberis aquifolium Pursh	SPECIES	ACCEPTED	3033865: Mahonia aquifolium (Pursh) Nutt. | 3033868: Berberis aquifolium Pursh
3033896	Berberis thunbergii DC.	SPECIES	ACCEPTED	3033896: Berberis thunbergii DC.
3033905	Berberis darwinii Hook.	SPECIES	ACCEPTED	3033905: Berberis darwinii Hook.
3033965	Akebia quinata Decne.	SPECIES	ACCEPTED	3033965: Akebia quinata Decne.
3034015	Laurus nobilis L.	SPECIES	ACCEPTED	3034015: Laurus nobilis L.
3034046	Persea americana Mill.	SPECIES	ACCEPTED	3034046: Persea americana Mill.
3034182	Ammi majus L.	SPECIES	ACCEPTED	3034182: Ammi majus L.
3034393	Eryngium planum L.	SPECIES	ACCEPTED	3034393: Eryngium planum L.
3034558	Bupleurum subovatum Spreng.	SPECIES	ACCEPTED	3034558: Bupleurum subovatum Spreng.
3034602	Hydrocotyle verticillata Thunb.	SPECIES	ACCEPTED	3034602: Hydrocotyle verticillata Thunb.
3034646	Anethum graveolens L.	SPECIES	ACCEPTED	3034646: Anethum graveolens L.
3034653	Chaerophyllum bulbosum L.	SPECIES	ACCEPTED	3034653: Chaerophyllum bulbosum L.
3034681	Myrrhis odorata Scop.	SPECIES	ACCEPTED	3034681: Myrrhis odorata Scop.
3034825	Heracleum mantegazzianum Sommier & Levier	SPECIES	ACCEPTED	3034825: Heracleum mantegazzianum Sommier & Levier
3034871	Coriandrum sativum L.	SPECIES	ACCEPTED	3034871: Coriandrum sativum L.
3034915	Astrantia major L.	SPECIES	ACCEPTED	3034915: Astrantia major L.
3034922	Foeniculum vulgare Mill.	SPECIES	ACCEPTED	3034922: Foeniculum vulgare Mill.
3036033	Hedera colchica (K.Koch) K.Koch	SPECIES	ACCEPTED	3036033: Hedera colchica (K.Koch) K.Koch
3036892	Aralia elata (Miq.) Seem.	SPECIES	ACCEPTED	3036892: Aralia elata (Miq.) Seem.
3039046	Fatsia japonica Decne. & Planch.	SPECIES	ACCEPTED	3039046: Fatsia japonica Decne. & Planch.
3039193	Parthenocissus vitacea (Knerr) Hitchc.	SPECIES	ACCEPTED	3039203: Parthenocissus inserta (A.Kerner) Fritsch
3039194	Parthenocissus quinquefolia (L.) Planch.	SPECIES	ACCEPTED	3039194: Parthenocissus quinquefolia (L.) Planch.
3039209	Parthenocissus tricuspidata Planch.	SPECIES	ACCEPTED	3039209: Parthenocissus tricuspidata Planch.
3039269	Elaeagnus angustifolia L.	SPECIES	ACCEPTED	3039269: Elaeagnus angustifolia L.
3039272	Elaeagnus multiflora Thunb.	SPECIES	ACCEPTED	3039272: Elaeagnus multiflora Thunb.
3039418	Ziziphus lotus Lam.	SPECIES	ACCEPTED	3039418: Ziziphus lotus Lam.
3040184	Populus balsamifera L.	SPECIES	ACCEPTED	6362904: Populus trichocarpa Torr. & Gray ex Hooker | 3040184: Populus balsamifera L. | 3806052: Populus balsamifera subsp. trichocarpa (Torr. & A.Gray) Brayshaw
3040185	Populus canescens Sm.	SPECIES	ACCEPTED	3040185: Populus canescens Sm.
3040232	Populus deltoides W.Bartram ex Marshall	SPECIES	ACCEPTED	3040232: Populus deltoides W.Bartram ex Marshall
3040233	Populus alba L.	SPECIES	ACCEPTED	3040233: Populus alba L.
3040253	Reseda phyteuma L.	SPECIES	ACCEPTED	3040253: Reseda phyteuma L.
3040254	Reseda alba L.	SPECIES	ACCEPTED	3040254: Reseda alba L.
3040255	Reseda odorata L.	SPECIES	ACCEPTED	3040255: Reseda odorata L.
3040913	Conringia orientalis Dumort.	SPECIES	ACCEPTED	3040913: Conringia orientalis Dumort.
3040928	Conringia planisiliqua Fisch. & C.A.Mey.	SPECIES	ACCEPTED	3040928: Conringia planisiliqua Fisch. & C.A.Mey.
3041022	Armoracia rusticana P.Gaertn., B.Mey. & Scherb.	SPECIES	ACCEPTED	3041022: Armoracia rusticana P.Gaertn., B.Mey. & Scherb. | 3690611: Armoracia rustica Schur
3042086	Pseudoturritis turrita (L.) Al-Shehbaz	SPECIES	ACCEPTED	5373604: Arabis turrita L.
3042291	Hesperis matronalis L.	SPECIES	ACCEPTED	3042291: Hesperis matronalis L.
3042399	Camelina alyssum (Mill.) Thell.	SPECIES	ACCEPTED	3042399: Camelina alyssum (Mill.) Thell.
3042416	Camelina microcarpa Andrz. ex DC.	SPECIES	ACCEPTED	3042416: Camelina microcarpa Andrz. ex DC.
3042439	Camelina rumelica Velen.	SPECIES	ACCEPTED	3042439: Camelina rumelica Velen.
3042624	Brassica tournefortii Gouan	SPECIES	ACCEPTED	3042624: Brassica tournefortii Gouan
3042636	Brassica napus L.	SPECIES	ACCEPTED	3042636: Brassica napus L. | 7225635: Brassica napus subsp. napus | 7801836: Brassica napus subsp. napobrassica (L.) O.Schwarz, 1949
3042751	Brassica juncea (L.) Czern.	SPECIES	ACCEPTED	3042751: Brassica juncea (L.) Czern.
3042799	Brassica barrelieri (L.) Janka	SPECIES	ACCEPTED	3042799: Brassica barrelieri (L.) Janka
3042845	Brassica oleracea L.	SPECIES	ACCEPTED	3042845: Brassica oleracea L. | 6306651: Brassica oleracea subsp. capitata (L.) Metzg. | 3042853: Brassica oleracea subsp. caulorapa (DC.) Metzg. | 6306650: Brassica oleracea subsp. oleracea
3042925	Brassica carinata A.Braun	SPECIES	ACCEPTED	3042925: Brassica carinata A.Braun
3044133	Descurainia pinnata (Walter) Britton	SPECIES	ACCEPTED	3044133: Descurainia pinnata (Walter) Britton
3044349	Chorispora tenella DC.	SPECIES	ACCEPTED	3044349: Chorispora tenella DC.
3044912	Alyssum montanum L.	SPECIES	ACCEPTED	3044912: Alyssum montanum L.
3045042	Alyssum simplex Rudolphi	SPECIES	ACCEPTED	3045042: Alyssum simplex Rudolphi
3045111	Alyssum murale Waldst. & Kit.	SPECIES	ACCEPTED	3045111: Alyssum murale Waldst. & Kit.
3046015	Cardamine corymbosa Hook.f.	SPECIES	ACCEPTED	3046015: Cardamine corymbosa Hook.f.
3046736	Sisymbrium altissimum L.	SPECIES	ACCEPTED	3046736: Sisymbrium altissimum L.
3046744	Sisymbrium volgense M.Bieb. ex E.Fourn.	SPECIES	ACCEPTED	3046744: Sisymbrium volgense M.Bieb. ex E.Fourn.
3046812	Sisymbrium orientale L.	SPECIES	ACCEPTED	3046812: Sisymbrium orientale L.
3046851	Sisymbrium irio L.	SPECIES	ACCEPTED	3046851: Sisymbrium irio L.
3046875	Sisymbrium loeselii L.	SPECIES	ACCEPTED	3046875: Sisymbrium loeselii L.
3047621	Sinapis alba L.	SPECIES	ACCEPTED	3047621: Sinapis alba L.
3047811	Myagrum perfoliatum L.	SPECIES	ACCEPTED	3047811: Myagrum perfoliatum L.
3048166	Erysimum repandum L.	SPECIES	ACCEPTED	3048166: Erysimum repandum L.
3048203	Erysimum cheiri Crantz	SPECIES	ACCEPTED	3048203: Erysimum cheiri Crantz | 5375597: Cheiranthus cheiri L.
3050357	Bunias erucago L.	SPECIES	ACCEPTED	3050357: Bunias erucago L.
3050364	Bunias orientalis L.	SPECIES	ACCEPTED	3050364: Bunias orientalis L.
3052450	Arabidopsis halleri (L.) O'Kane & Al-Shehbaz	SPECIES	ACCEPTED	3052453: Cardaminopsis halleri (L.) Hayek | 3052450: Arabidopsis halleri (L.) O'Kane & Al-Shehbaz
3052738	Thlaspi alliaceum L.	SPECIES	ACCEPTED	3052738: Thlaspi alliaceum L.
3053406	Rorippa austriaca (Crantz) Besser	SPECIES	ACCEPTED	3053406: Rorippa austriaca (Crantz) Besser
3053522	Berteroa incana DC.	SPECIES	ACCEPTED	3053522: Berteroa incana DC.
3054110	Aubrieta columnae Guss.	SPECIES	ACCEPTED	3054110: Aubrieta columnae Guss.
3054117	Aubrieta deltoidea (L.) DC.	SPECIES	ACCEPTED	3054117: Aubrieta deltoidea (L.) DC.
3054352	Juglans cinerea L.	SPECIES	ACCEPTED	3054352: Juglans cinerea L.
3054357	Juglans nigra L.	SPECIES	ACCEPTED	3054357: Juglans nigra L.
3054368	Juglans regia L.	SPECIES	ACCEPTED	3054368: Juglans regia L.
3064056	Euphorbia palustris L.	SPECIES	ACCEPTED	3064056: Euphorbia palustris L.
3064495	Euphorbia heterophylla L.	SPECIES	ACCEPTED	3064495: Euphorbia heterophylla L.
3064669	Euphorbia myrsinites L.	SPECIES	ACCEPTED	3064669: Euphorbia myrsinites L.
3065883	Euphorbia glyptosperma Engelm.	SPECIES	ACCEPTED	3065883: Euphorbia glyptosperma Engelm.
3066112	Euphorbia epithymoides L.	SPECIES	ACCEPTED	3066112: Euphorbia epithymoides L.
3066179	Euphorbia seguieriana Neck.	SPECIES	ACCEPTED	3066179: Euphorbia seguieriana Neck.
3066965	Euphorbia lathyris L.	SPECIES	ACCEPTED	3066965: Euphorbia lathyris L.
3066993	Euphorbia dentata Michx.	SPECIES	ACCEPTED	3066993: Euphorbia dentata Michx.
3067054	Euphorbia humifusa Willd.	SPECIES	ACCEPTED	3067054: Euphorbia humifusa Willd.
3067119	Euphorbia maculata L.	SPECIES	ACCEPTED	3067119: Euphorbia maculata L. | 3067128: Chamaesyce maculata (L.) Small
3067353	Euphorbia characias L.	SPECIES	ACCEPTED	3067353: Euphorbia characias L. | 7225838: Euphorbia characias subsp. characias | 3067369: Euphorbia characias subsp. wulfenii (Hoppe ex W.D.J.Koch) Radcl.-Sm.
3067891	Euphorbia prostrata Ait.	SPECIES	ACCEPTED	3067891: Euphorbia prostrata Ait. | 3069518: Chamaesyce prostrata (Aiton) Small
3069300	Euphorbia vermiculata Raf.	SPECIES	ACCEPTED	3069300: Euphorbia vermiculata Raf.
3069460	Euphorbia oblongata Griseb.	SPECIES	ACCEPTED	3069460: Euphorbia oblongata Griseb.
3082244	Cornus sericea L.	SPECIES	ACCEPTED	3082244: Cornus sericea L.
3083486	Paeonia lactiflora Pall.	SPECIES	ACCEPTED	3083486: Paeonia lactiflora Pall.
3083647	Spinacia oleracea L.	SPECIES	ACCEPTED	3083647: Spinacia oleracea L.
3083680	Atriplex micrantha Ledeb.	SPECIES	ACCEPTED	3083680: Atriplex micrantha Ledeb.
3083702	Atriplex tatarica L.	SPECIES	ACCEPTED	3083702: Atriplex tatarica L.
3083718	Atriplex halimus L.	SPECIES	ACCEPTED	3083718: Atriplex halimus L.
3083745	Atriplex rosea L.	SPECIES	ACCEPTED	3083745: Atriplex rosea L.
3083761	Atriplex hortensis L.	SPECIES	ACCEPTED	3083761: Atriplex hortensis L. | 4925989: Atriplex hortensis var. rubra L.
3083903	Chenopodium opulifolium Schrad. ex W.D.J.Koch & Ziz	SPECIES	DOUBTFUL	3083903: Chenopodium opulifolium Schrad. ex W.D.J.Koch & Ziz
3083920	Chenopodium berlandieri Moq.	SPECIES	ACCEPTED	3083920: Chenopodium berlandieri Moq.
3083934	Chenopodium hircinum Schrad.	SPECIES	ACCEPTED	3083934: Chenopodium hircinum Schrad.
3083935	Chenopodium quinoa Willd.	SPECIES	ACCEPTED	3083935: Chenopodium quinoa Willd.
3083975	Corispermum pallasii Steven	SPECIES	ACCEPTED	3083977: Corispermum leptopterum (Ascherson) Iljin | 3083975: Corispermum pallasii Steven
3084015	Phytolacca americana L.	SPECIES	ACCEPTED	3084015: Phytolacca americana L.
3084022	Phytolacca acinosa Roxb.	SPECIES	ACCEPTED	4192546: Phytolacca esculenta Van Houtte | 3084022: Phytolacca acinosa Roxb.
3084611	Mollugo verticillata L.	SPECIES	ACCEPTED	3084611: Mollugo verticillata L.
3084700	Portulaca grandiflora Hook.	SPECIES	ACCEPTED	3084700: Portulaca grandiflora Hook.
3084719	Portulaca oleracea L.	SPECIES	ACCEPTED	3084719: Portulaca oleracea L. | 6388110: Portulaca oleracea subsp. oleracea
3084742	Claytonia sibirica L.	SPECIES	ACCEPTED	3084742: Claytonia sibirica L.
3084748	Claytonia perfoliata Donn ex Willd.	SPECIES	ACCEPTED	3084748: Claytonia perfoliata Donn ex Willd.
3084837	Mesembryanthemum nodiflorum L.	SPECIES	ACCEPTED	3084837: Mesembryanthemum nodiflorum L.
3084839	Mesembryanthemum crystallinum L.	SPECIES	ACCEPTED	3084839: Mesembryanthemum crystallinum L.
3084842	Carpobrotus edulis N.E.Br.	SPECIES	ACCEPTED	3084842: Carpobrotus edulis N.E.Br.
3085320	Vaccaria hispanica (Miller) Rauschert	SPECIES	ACCEPTED	3085320: Vaccaria hispanica (Miller) Rauschert | 3085323: Saponaria vaccaria L.
3085346	Lepyrodiclis holosteoides Fenzl ex Fisch. & Mey.	SPECIES	ACCEPTED	3085346: Lepyrodiclis holosteoides Fenzl ex Fisch. & Mey.
3085357	Saponaria ocymoides L.	SPECIES	ACCEPTED	3085357: Saponaria ocymoides L.
3085360	Saponaria officinalis L.	SPECIES	ACCEPTED	3085360: Saponaria officinalis L.
3085381	Polycarpon tetraphyllum L.	SPECIES	ACCEPTED	3085381: Polycarpon tetraphyllum L.
3085389	Sagina japonica (Sw. ex Steud.) Ohwi	SPECIES	ACCEPTED	3085389: Sagina japonica (Sw. ex Steud.) Ohwi
3085420	Dianthus caryophyllus L.	SPECIES	ACCEPTED	3085420: Dianthus caryophyllus L.
3085421	Dianthus barbatus L.	SPECIES	ACCEPTED	3085421: Dianthus barbatus L.
3085438	Cerastium tomentosum L.	SPECIES	ACCEPTED	3085438: Cerastium tomentosum L.
3085623	Petrorhagia saxifraga Link	SPECIES	ACCEPTED	3085623: Petrorhagia saxifraga Link
